Student_ID,Age,Gender,State,Branch,College_Tier,CGPA,Attendance_Percentage,DSA_Problems_Solved,Aptitude_Score,Communication_Score,Projects_Count,Internships_Count,Certifications_Count,Open_Source_Contributions,GitHub_Contributions,LinkedIn_Activity_Score,Hackathons_Participated,Competitive_Programming_Rating,Study_Hours_Per_Week,Soft_Skills_Score,Leadership_Experience,Extracurricular_Activities,Placement_Status,Package_LPA
ST00173,20,Male,Gujarat,ECE,Tier-2,7.17,65.46,196,26,68,4,0,2,90.0,418,29.0,1,758,15,63,No,3,Not Placed,0.0
ST00174,24,Female,Tamil Nadu,IT,Tier-3,7.84,67.28,213,49,14,3,0,4,76.0,709,14.0,0,1912,3,30,Yes,5,Not Placed,0.0
ST00175,20,Male,Uttar Pradesh,CSE,Tier-3,7.28,69.23,256,34,7,4,1,5,85.0,715,8.0,2,1879,2,22,No,1,Not Placed,0.0
ST00176,19,Female,Tamil Nadu,EEE,Tier-2,8.37,64.71,155,57,61,3,1,5,58.0,339,46.0,1,756,26,70,No,3,Placed,6.95
ST00177,21,Male,Haryana,Mechanical,Tier-3,8.04,88.72,99,63,52,3,0,4,24.0,186,4.0,0,387,30,61,No,1,Not Placed,0.0
ST00178,25,Male,Telangana,Mechanical,Tier-2,7.32,64.5,101,18,63,5,0,4,27.0,258,,2,623,13,64,No,1,Not Placed,0.0
ST00179,23,Male,Karnataka,AIML,Tier-3,6.77,79.75,191,59,36,2,0,4,242.0,971,22.0,3,1570,12,43,No,0,Placed,7.23
ST00180,22,Male,Karnataka,ECE,Tier-3,7.76,67.63,98,63,27,2,1,3,32.0,266,32.0,1,684,21,39,Yes,5,Placed,7.6
ST00181,23,Male,Tamil Nadu,ECE,Tier-1,7.3,80.92,178,26,55,1,1,3,79.0,587,8.0,1,737,7,49,No,0,Placed,11.37
ST00182,23,Female,Uttar Pradesh,Mechanical,Tier-3,6.02,77.54,66,0,22,2,0,2,46.0,243,23.0,1,305,7,47,Yes,3,Not Placed,0.0
ST00183,21,Female,Delhi,CSE,Tier-2,8.13,63.86,230,44,38,2,1,9,62.0,572,25.0,2,1670,28,40,No,7,Placed,5.07
ST00184,20,Male,Odisha,CSE,Tier-2,6.98,71.56,207,41,68,1,1,4,82.0,363,37.0,2,2079,29,66,Yes,2,Placed,9.05
ST00185,22,Female,Tamil Nadu,Chemical,Tier-2,5.74,80.34,164,16,49,2,1,6,82.0,394,40.0,1,972,3,43,No,1,Not Placed,0.0
ST00186,22,Male,Tamil Nadu,CSE,Tier-3,7.29,74.03,231,27,41,3,1,7,210.0,761,23.0,3,1704,23,45,No,3,Not Placed,0.0
ST00187,21,Male,Maharashtra,Chemical,Tier-2,8.3,82.87,130,53,39,3,2,2,31.0,254,41.0,0,628,20,48,No,2,Not Placed,0.0
ST00188,19,Female,Uttar Pradesh,EEE,Tier-3,6.85,73.74,263,36,40,0,0,7,69.0,606,0.0,4,957,5,41,Yes,3,Placed,9.42
ST00189,22,Male,West Bengal,ECE,Tier-2,7.2,79.28,103,29,58,0,3,2,31.0,242,16.0,2,749,25,50,No,1,Placed,4.73
ST00190,20,Male,Odisha,CSE,Tier-2,7.92,84.22,212,52,62,1,2,2,49.0,568,30.0,2,1651,27,54,No,3,Placed,9.22
ST00191,24,Male,Rajasthan,Civil,Tier-2,7.11,71.47,138,39,35,2,2,3,66.0,271,,1,682,10,38,No,4,Placed,9.63
ST00192,20,Male,Maharashtra,CSE,Tier-1,7.66,74.55,243,67,65,7,3,7,226.0,1096,36.0,3,1626,23,49,No,3,Placed,42.1
ST00193,19,Male,Madhya Pradesh,IT,Tier-3,8.11,73.77,172,73,77,5,1,6,195.0,515,22.0,4,1202,35,58,No,1,Placed,14.16
ST00194,23,Male,Haryana,CSE,Tier-2,8.08,67.18,330,47,43,1,1,5,80.0,587,36.0,3,1847,21,48,No,0,Placed,8.06
ST00195,20,Male,Karnataka,CSE,Tier-3,7.54,79.05,236,39,55,3,3,2,63.0,1755,16.0,1,1739,2,59,No,4,Placed,11.87
ST00196,20,Female,Bihar,Mechanical,Tier-3,5.93,69.55,29,31,45,3,2,2,24.0,273,22.0,4,543,13,44,Yes,3,Not Placed,0.0
ST00197,21,Female,Gujarat,AIML,Tier-2,8.0,84.41,251,34,54,5,0,6,69.0,749,59.0,7,1462,26,61,Yes,1,Placed,11.75
ST00198,23,Male,Punjab,EEE,Tier-2,7.16,86.55,144,44,67,2,0,0,55.0,211,18.0,3,756,15,59,No,1,Placed,8.49
ST00199,20,Male,Telangana,Mechanical,Tier-2,7.92,71.57,116,31,60,1,2,5,26.0,267,25.0,2,636,19,53,Yes,3,Not Placed,0.0
ST00200,20,Male,Karnataka,ECE,Tier-3,6.06,66.51,124,34,57,1,0,2,34.0,296,51.0,1,791,18,43,No,4,Not Placed,0.0
ST00201,22,Male,Punjab,EEE,Tier-3,8.15,71.74,98,35,33,6,1,2,31.0,369,21.0,1,681,33,34,No,0,Not Placed,0.0
ST00202,25,Male,Telangana,AIML,Tier-2,6.79,81.87,167,25,47,3,4,4,116.0,487,63.0,5,1594,14,54,No,1,Placed,7.79
ST00203,21,Male,Odisha,Mechanical,Tier-1,8.12,66.36,211,37,77,3,2,0,101.0,383,31.0,1,823,21,64,No,0,Placed,6.62
ST00204,20,Female,Karnataka,AIML,Tier-3,8.14,78.46,193,38,35,3,2,5,105.0,1010,36.0,5,1528,26,40,No,1,Placed,10.68
ST00205,18,Male,Tamil Nadu,EEE,Tier-3,7.68,64.19,126,46,54,4,0,5,34.0,443,40.0,2,575,39,62,Yes,3,Not Placed,0.0
ST00206,20,Female,Rajasthan,Civil,Tier-2,7.83,85.36,206,47,70,1,2,6,59.0,426,52.0,0,1139,8,59,Yes,3,Placed,9.93
ST00207,20,Male,Andhra Pradesh,Mechanical,Tier-2,7.58,79.34,159,41,66,5,1,2,53.0,228,14.0,1,639,26,55,Yes,1,Placed,4.7
ST00208,22,Female,Uttar Pradesh,CSE,Tier-2,6.46,66.26,176,37,47,4,1,3,49.0,447,0.0,3,1298,23,41,Yes,3,Placed,6.24
ST00209,19,Male,Gujarat,IT,Tier-3,8.48,89.73,213,52,46,5,2,4,60.0,1251,21.0,2,1630,21,49,No,5,Placed,10.59
ST00210,21,Female,Rajasthan,Civil,Tier-3,8.28,70.91,230,34,53,7,3,5,88.0,366,22.0,3,1144,20,49,No,2,Placed,13.07
ST00211,22,Female,Andhra Pradesh,Civil,Tier-2,7.17,73.82,137,39,43,4,1,4,43.0,548,33.0,1,766,5,52,Yes,4,Not Placed,0.0
ST00212,21,Male,Tamil Nadu,EEE,Tier-3,4.44,50.0,38,18,36,2,1,1,22.0,168,0.0,1,543,8,49,No,0,Not Placed,0.0
ST00213,20,Male,Delhi,CSE,Tier-3,8.21,80.65,209,35,41,8,1,1,50.0,686,30.0,2,1529,20,43,No,1,Placed,12.9
ST00214,22,Female,Andhra Pradesh,IT,Tier-1,6.2,67.36,431,44,81,6,1,6,107.0,578,33.0,6,2500,5,58,No,1,Placed,20.19
ST00215,22,Male,Punjab,Chemical,Tier-1,8.2,74.68,213,69,43,4,2,5,105.0,659,2.0,2,868,6,45,No,1,Placed,8.96
ST00216,22,Male,West Bengal,CSE,Tier-2,6.88,65.27,236,52,59,3,2,5,147.0,454,55.0,3,2021,15,56,No,1,Placed,13.81
ST00217,20,Male,Telangana,Mechanical,Tier-3,7.76,67.11,122,53,54,4,1,3,50.0,277,7.0,2,381,28,47,Yes,1,Not Placed,0.0
ST00218,19,Female,Maharashtra,IT,Tier-1,6.89,68.23,278,41,89,5,0,3,138.0,687,38.0,2,1729,21,73,No,1,Placed,12.31
ST00219,24,Male,Karnataka,Mechanical,Tier-3,7.35,82.56,172,42,80,1,0,2,56.0,255,72.0,3,956,21,64,No,0,Not Placed,0.0
ST00220,21,Male,Tamil Nadu,CSE,Tier-1,6.3,73.02,246,37,48,2,3,4,70.0,882,38.0,5,1574,24,55,No,1,Placed,12.87
ST00221,20,Male,Delhi,CSE,Tier-3,7.36,67.48,216,45,59,4,1,6,65.0,408,22.0,3,1926,12,57,Yes,4,Not Placed,0.0
ST00222,21,Male,Punjab,IT,Tier-3,7.35,57.94,155,54,41,5,2,2,,796,10.0,3,1310,29,50,No,2,Placed,5.07
ST00223,22,Female,Odisha,Civil,Tier-1,8.36,90.48,231,42,71,3,4,5,98.0,412,12.0,0,748,26,61,No,4,Placed,6.52
ST00224,24,Male,Delhi,Mechanical,Tier-3,6.94,54.91,59,38,32,9,1,3,21.0,247,45.0,5,494,13,46,No,0,Not Placed,0.0
ST00225,20,Male,Gujarat,EEE,Tier-3,7.59,82.21,76,55,54,4,3,3,21.0,237,37.0,0,628,19,63,No,0,Placed,3.5
ST00226,24,Male,Delhi,Chemical,Tier-1,7.41,77.18,225,31,90,5,3,2,76.0,492,65.0,3,871,24,72,No,0,Placed,9.12
ST00227,18,Male,Uttar Pradesh,IT,Tier-2,7.89,73.84,253,36,38,4,3,3,185.0,644,2.0,0,2217,20,46,Yes,4,Placed,10.45
ST00228,21,Female,Delhi,Civil,Tier-3,7.68,70.56,82,34,63,7,1,4,49.0,275,54.0,0,615,15,56,No,2,Not Placed,0.0
ST00229,22,Male,Uttar Pradesh,CSE,Tier-3,8.1,81.27,187,39,58,8,2,2,138.0,676,9.0,4,1421,12,63,Yes,2,Placed,7.14
ST00230,19,Female,Telangana,CSE,Tier-2,6.5,78.47,165,47,75,2,0,3,53.0,891,47.0,2,1519,0,72,Yes,2,Placed,7.23
ST00231,20,Male,Madhya Pradesh,ECE,Tier-1,7.67,82.27,278,66,67,4,3,2,63.0,419,20.0,1,1075,12,57,No,1,Placed,11.14
ST00232,21,Female,Andhra Pradesh,Chemical,Tier-2,7.74,82.58,184,32,58,2,5,2,40.0,562,63.0,1,792,12,58,No,1,Placed,9.09
ST00233,24,Male,Maharashtra,Mechanical,Tier-2,9.05,68.38,132,31,68,5,0,6,36.0,412,80.0,3,738,19,57,No,2,Placed,7.29
ST00234,21,Male,Andhra Pradesh,CSE,Tier-3,9.04,74.15,242,42,80,4,1,6,165.0,549,37.0,1,2152,23,64,No,0,Placed,7.07
ST00235,24,Male,Odisha,Chemical,Tier-3,6.19,65.39,67,33,49,3,2,0,27.0,190,41.0,2,511,15,63,No,4,Placed,3.6
ST00236,22,Female,Maharashtra,Mechanical,Tier-3,6.83,72.26,65,31,55,1,1,3,18.0,169,22.0,1,575,35,56,No,5,Not Placed,0.0
ST00237,21,Female,Chhattisgarh,Mechanical,Tier-3,5.23,68.72,42,32,53,2,0,2,150.0,315,54.0,1,469,18,60,No,5,Not Placed,0.0
ST00238,22,Male,Jharkhand,ECE,Tier-1,9.62,88.27,236,51,45,3,1,0,66.0,499,26.0,3,881,25,54,Yes,4,Placed,12.26
ST00239,18,Female,Andhra Pradesh,IT,Tier-2,7.77,74.68,187,54,44,4,1,3,106.0,681,34.0,3,1262,8,57,No,3,Placed,20.62
ST00240,19,Male,Tamil Nadu,CSE,Tier-2,7.99,81.06,208,48,40,5,3,3,146.0,545,28.0,2,1530,7,48,No,0,Placed,12.74
ST00241,23,Male,Maharashtra,EEE,Tier-3,7.08,70.19,165,5,58,1,1,4,68.0,282,38.0,3,716,8,59,No,1,Not Placed,0.0
ST00242,22,Female,Maharashtra,CSE,Tier-3,7.35,87.92,245,25,46,5,4,3,138.0,1076,47.0,4,1720,7,52,No,1,Placed,10.49
ST00243,20,Male,Uttar Pradesh,EEE,Tier-3,8.31,72.15,138,41,45,3,0,2,33.0,208,22.0,2,731,33,38,No,5,Placed,5.7
ST00244,21,Female,Punjab,ECE,Tier-2,6.61,66.59,108,15,63,5,2,1,112.0,299,37.0,1,636,20,54,No,1,Placed,8.0
ST00245,21,Female,Bihar,EEE,Tier-3,6.39,72.33,69,39,36,6,2,2,20.0,247,23.0,1,559,0,34,No,3,Placed,4.07
ST00246,23,Female,Karnataka,Civil,Tier-2,7.3,81.47,157,50,53,6,1,1,68.0,435,12.0,2,609,24,53,Yes,4,Placed,6.73
ST00247,21,Female,Telangana,IT,Tier-2,7.51,68.63,184,43,68,7,1,5,97.0,506,63.0,3,1422,18,43,No,1,Placed,14.03
ST00248,21,Male,Telangana,ECE,Tier-3,7.82,72.99,116,39,51,5,1,4,34.0,432,23.0,3,355,5,56,No,3,Not Placed,0.0
ST00249,21,Male,Uttar Pradesh,CSE,Tier-2,7.52,71.54,172,38,68,2,2,3,95.0,563,55.0,2,1458,18,61,Yes,4,Placed,10.47
ST00250,21,Male,Andhra Pradesh,AIML,Tier-3,6.63,64.04,160,25,23,2,0,4,71.0,520,12.0,1,1537,24,32,Yes,4,Not Placed,0.0
ST00251,22,Female,Bihar,CSE,Tier-2,7.18,69.13,221,37,58,6,1,0,55.0,877,13.0,3,1195,11,51,No,1,Placed,23.88
ST00252,23,Male,Uttar Pradesh,CSE,Tier-2,7.65,69.72,329,27,56,2,2,4,177.0,649,60.0,3,2037,17,48,No,1,Placed,12.2
ST00253,21,Female,Karnataka,ECE,Tier-2,8.06,85.14,155,37,62,5,0,3,47.0,625,39.0,0,713,6,56,No,0,Placed,5.78
ST00254,20,Male,West Bengal,IT,Tier-3,8.2,77.42,243,35,29,3,3,3,266.0,907,13.0,3,2176,24,42,No,0,Placed,13.2
ST00255,20,Male,Maharashtra,Chemical,Tier-2,7.27,69.76,199,29,47,1,0,2,89.0,577,17.0,0,818,12,39,No,1,Not Placed,0.0
ST00256,22,Male,Bihar,CSE,Tier-1,7.15,85.99,262,66,45,5,1,7,142.0,534,26.0,2,1811,24,46,Yes,6,Placed,21.52
ST00257,22,Female,Bihar,CSE,Tier-3,6.59,83.81,146,31,42,2,1,4,116.0,801,35.0,3,1597,20,48,No,2,Placed,6.06
ST00258,19,Male,Maharashtra,Mechanical,Tier-2,8.49,89.26,129,51,85,2,4,1,35.0,316,56.0,4,559,18,69,Yes,3,Placed,5.1
ST00259,19,Male,Andhra Pradesh,CSE,Tier-2,7.13,69.71,231,36,50,4,3,3,84.0,1452,24.0,3,1831,20,47,No,3,Placed,10.75
ST00260,21,Male,Punjab,EEE,Tier-3,6.7,78.71,75,21,34,3,0,1,91.0,422,0.0,1,755,16,39,No,2,Not Placed,0.0
ST00261,20,Male,Telangana,Mechanical,Tier-1,7.89,90.29,235,46,43,6,2,2,58.0,357,4.0,1,774,10,43,Yes,5,Placed,7.71
ST00262,23,Female,Telangana,EEE,Tier-2,8.87,75.67,170,30,43,6,4,2,63.0,407,35.0,5,831,12,56,Yes,5,Placed,13.2
ST00263,20,Male,Chhattisgarh,AIML,Tier-3,6.56,69.52,148,37,46,1,0,4,96.0,311,28.0,1,1161,17,46,No,1,Not Placed,0.0
ST00264,20,Male,Karnataka,CSE,Tier-1,8.25,73.38,283,48,73,3,2,6,95.0,427,42.0,1,1911,20,72,No,0,Placed,20.14
ST00265,24,Male,Andhra Pradesh,Chemical,Tier-2,7.11,74.32,182,35,62,0,1,0,55.0,349,33.0,3,727,34,45,No,5,Placed,2.77
ST00266,20,Male,Maharashtra,Civil,Tier-2,7.59,87.1,133,26,66,4,1,4,36.0,262,17.0,4,693,7,57,No,4,Placed,7.5
ST00267,20,Male,Tamil Nadu,Mechanical,Tier-2,8.19,76.69,212,53,72,0,2,6,52.0,333,0.0,1,765,15,59,No,2,Not Placed,0.0
ST00268,20,Male,Kerala,CSE,Tier-3,8.38,72.92,185,64,60,4,4,7,91.0,471,22.0,4,1290,32,51,No,0,Placed,7.14
ST00269,19,Male,Gujarat,ECE,Tier-3,6.9,71.41,388,8,62,5,1,5,115.0,656,22.0,3,1415,26,55,Yes,3,Placed,5.16
ST00270,18,Male,Delhi,Mechanical,Tier-2,8.14,84.34,143,34,94,5,1,5,36.0,228,77.0,2,636,19,73,No,3,Placed,4.1
ST00271,19,Male,Maharashtra,CSE,Tier-2,7.7,54.85,273,27,63,6,4,4,76.0,396,52.0,2,2013,24,53,No,6,Placed,8.51
ST00272,20,Female,Kerala,Chemical,Tier-1,8.09,78.62,298,35,64,5,0,4,103.0,484,35.0,1,957,21,59,No,0,Placed,7.3
ST00273,19,Male,Tamil Nadu,Chemical,Tier-2,8.55,75.79,219,41,55,4,4,3,51.0,545,63.0,3,735,12,54,No,5,Not Placed,0.0
ST00274,21,Female,Andhra Pradesh,CSE,Tier-3,6.75,67.05,177,33,43,3,1,3,65.0,536,24.0,0,1613,36,46,Yes,2,Not Placed,0.0
ST00275,22,Male,Karnataka,CSE,Tier-3,8.01,63.33,249,67,36,6,1,5,139.0,737,25.0,3,1467,28,50,No,2,Placed,12.67
ST00276,21,Female,Andhra Pradesh,IT,Tier-2,7.63,78.75,302,36,32,4,2,8,81.0,472,32.0,1,1467,10,41,No,0,Placed,9.46
ST00277,20,Male,Andhra Pradesh,ECE,Tier-2,8.51,75.17,194,52,95,3,3,2,56.0,416,39.0,4,909,24,77,Yes,7,Placed,7.99
ST00278,21,Female,Tamil Nadu,ECE,Tier-2,7.85,78.32,106,45,44,4,1,4,33.0,526,51.0,0,881,13,41,Yes,6,Placed,14.62
ST00279,23,Female,Telangana,Mechanical,Tier-3,7.22,65.21,137,39,61,5,0,2,35.0,339,22.0,3,1023,13,56,No,1,Not Placed,0.0
ST00280,23,Female,Uttar Pradesh,ECE,Tier-2,8.24,63.07,153,56,57,1,0,4,62.0,250,40.0,1,784,29,59,Yes,2,Placed,8.55
ST00281,19,Female,Gujarat,CSE,Tier-2,7.02,63.9,194,33,54,4,1,8,113.0,416,28.0,2,1527,13,50,No,3,Not Placed,0.0
ST00282,20,Male,Andhra Pradesh,AIML,Tier-3,7.01,70.86,265,49,54,5,0,5,98.0,500,18.0,1,1737,26,52,Yes,4,Placed,9.91
ST00283,20,Female,Kerala,IT,Tier-1,7.11,60.04,233,60,65,5,2,3,55.0,460,22.0,4,1889,21,60,Yes,5,Placed,7.02
ST00284,20,Female,Maharashtra,ECE,Tier-3,6.82,72.83,138,24,20,1,0,3,43.0,244,7.0,2,873,20,27,No,6,Not Placed,0.0
ST00285,21,Male,Maharashtra,Chemical,Tier-1,5.43,79.03,141,40,66,4,2,0,46.0,367,49.0,1,590,16,59,No,3,Placed,7.94
ST00286,21,Male,Karnataka,CSE,Tier-2,7.07,55.16,271,41,66,5,0,5,161.0,583,54.0,2,1925,12,68,No,2,Placed,6.28
ST00287,19,Female,Maharashtra,Mechanical,Tier-1,7.69,69.62,179,45,73,3,1,0,40.0,365,51.0,1,706,13,56,Yes,1,Placed,10.74
ST00288,21,Male,Andhra Pradesh,IT,Tier-3,8.0,74.37,251,40,35,2,1,11,87.0,1125,26.0,3,1495,32,47,No,2,Placed,5.3
ST00289,21,Female,Karnataka,Mechanical,Tier-3,6.57,69.66,65,46,59,1,0,1,33.0,245,33.0,0,373,24,53,No,1,Not Placed,0.0
ST00290,19,Male,Maharashtra,AIML,Tier-1,7.32,82.61,282,19,50,2,0,8,143.0,1316,11.0,6,1676,32,37,Yes,4,Placed,13.34
ST00291,23,Female,Tamil Nadu,IT,Tier-2,7.35,70.53,217,37,11,4,1,5,103.0,492,17.0,2,1316,21,35,Yes,4,Placed,13.86
ST00292,19,Male,Telangana,ECE,Tier-3,8.0,73.55,155,27,22,1,1,4,34.0,392,17.0,2,1032,19,41,Yes,5,Not Placed,0.0
ST00293,24,Female,Gujarat,Mechanical,Tier-3,7.5,71.44,113,15,24,1,3,4,37.0,238,31.0,1,440,25,19,No,3,Not Placed,0.0
ST00294,19,Male,Uttar Pradesh,CSE,Tier-2,7.82,78.39,229,56,79,4,0,3,305.0,766,51.0,1,1253,26,75,No,3,Placed,11.41
ST00295,23,Female,Odisha,IT,Tier-3,8.1,87.44,191,25,51,2,2,4,200.0,607,13.0,2,1587,8,53,No,3,Not Placed,0.0
ST00296,23,Male,Karnataka,ECE,Tier-1,8.18,76.18,272,64,37,2,2,3,75.0,609,26.0,3,1066,19,47,Yes,3,Placed,6.15
ST00297,25,Male,Telangana,EEE,Tier-3,6.84,82.6,162,42,62,0,0,3,36.0,257,42.0,2,763,15,46,No,1,Not Placed,0.0
ST00298,22,Male,Tamil Nadu,CSE,Tier-3,8.8,78.83,328,50,63,6,1,6,172.0,713,37.0,3,2027,17,70,No,2,Placed,11.49
ST00299,22,Male,Punjab,CSE,Tier-2,5.88,59.98,188,20,65,1,1,2,109.0,457,15.0,2,1650,15,57,No,2,Placed,5.43
ST00300,22,Other,Karnataka,Mechanical,Tier-1,8.51,85.04,185,57,64,2,1,1,45.0,286,18.0,1,894,16,55,No,1,Placed,7.3
ST00301,22,Male,Odisha,IT,Tier-2,7.87,75.04,211,56,61,1,2,7,84.0,896,17.0,2,1375,21,45,No,0,Placed,6.07
ST00302,20,Male,Gujarat,CSE,Tier-2,8.56,87.4,298,47,42,3,1,3,124.0,504,0.0,4,1780,14,42,No,3,Placed,22.17
ST00303,21,Female,Andhra Pradesh,AIML,Tier-1,9.63,79.94,1076,87,88,12,2,0,472.0,3043,50.0,3,2295,23,65,Yes,3,Placed,39.6
ST00304,21,Male,Andhra Pradesh,EEE,Tier-3,6.93,78.7,52,35,51,4,3,2,50.0,184,11.0,1,533,9,59,No,1,Not Placed,0.0
ST00305,23,Male,Uttar Pradesh,Chemical,Tier-2,6.56,65.66,65,30,26,4,1,2,42.0,295,38.0,1,362,8,37,Yes,3,Placed,9.8
ST00306,21,Female,Maharashtra,Mechanical,Tier-2,6.6,64.38,73,37,46,2,0,3,45.0,268,44.0,1,535,22,36,No,3,Not Placed,0.0
ST00307,21,Male,Madhya Pradesh,Mechanical,Tier-3,7.21,72.79,87,60,49,3,3,4,55.0,192,35.0,2,763,16,52,No,2,Not Placed,0.0
ST00308,22,Female,Punjab,EEE,Tier-2,6.78,62.21,99,25,31,1,1,1,22.0,352,32.0,1,547,14,43,No,2,Placed,1.93
ST00309,20,Male,Karnataka,IT,Tier-2,6.9,64.49,210,50,50,3,0,2,46.0,1336,9.0,3,1455,12,54,No,1,Placed,6.08
ST00310,20,Male,Maharashtra,Chemical,Tier-1,6.85,66.66,155,43,50,2,1,5,70.0,364,18.0,1,697,28,37,No,3,Placed,9.68
ST00311,21,Male,Tamil Nadu,CSE,Tier-3,8.23,67.75,201,53,22,1,2,4,65.0,530,0.0,1,1336,19,32,No,5,Placed,6.73
ST00312,21,Female,Rajasthan,Mechanical,Tier-3,6.74,70.8,100,33,66,5,0,2,21.0,135,20.0,2,651,21,64,Yes,3,Not Placed,0.0
ST00313,20,Male,Telangana,AIML,Tier-2,7.84,75.24,239,34,61,4,0,3,314.0,1094,33.0,2,1782,24,53,Yes,2,Placed,10.4
ST00314,21,Female,West Bengal,EEE,Tier-2,7.39,69.97,116,44,47,8,1,2,27.0,241,0.0,3,660,7,51,No,1,Placed,3.4
ST00315,21,Male,Maharashtra,Chemical,Tier-3,7.64,65.72,77,33,63,2,0,3,27.0,285,15.0,0,629,26,62,No,2,Not Placed,0.0
ST00316,20,Male,Bihar,Civil,Tier-3,7.13,66.99,162,40,72,4,1,2,57.0,310,31.0,0,939,28,53,Yes,3,Not Placed,0.0
ST00317,21,Female,Karnataka,Civil,Tier-2,8.16,77.7,125,41,39,2,1,3,33.0,215,32.0,3,413,27,52,No,2,Not Placed,0.0
ST00318,22,Male,Tamil Nadu,Civil,Tier-2,8.02,73.93,209,51,75,2,0,0,58.0,343,88.0,4,990,7,68,No,6,Not Placed,0.0
ST00319,20,Male,Bihar,ECE,Tier-2,8.53,77.99,230,56,69,3,2,4,69.0,626,11.0,0,735,19,67,No,1,Placed,6.1
ST00320,24,Male,Rajasthan,IT,Tier-2,6.94,65.93,241,49,67,4,0,1,139.0,728,36.0,3,1535,40,57,No,5,Placed,9.05
ST00321,23,Female,Telangana,ECE,Tier-2,6.78,74.61,181,34,77,4,1,2,91.0,420,65.0,1,781,6,66,No,1,Placed,4.84
ST00322,21,Male,Kerala,AIML,Tier-2,7.17,78.39,221,50,90,2,1,8,98.0,533,20.0,3,1627,24,71,No,3,Placed,10.93
ST00323,20,Male,Maharashtra,ECE,Tier-2,7.6,65.14,138,57,67,4,1,4,33.0,179,46.0,1,631,17,60,No,1,Placed,5.61
ST00324,21,Male,Maharashtra,CSE,Tier-2,7.95,72.22,263,26,66,4,0,7,105.0,547,61.0,4,1635,23,60,No,1,Placed,10.37
ST00325,23,Female,Karnataka,Civil,Tier-1,7.22,61.49,188,43,59,3,1,1,56.0,311,49.0,1,608,24,52,No,1,Placed,8.43
ST00326,22,Male,Tamil Nadu,Mechanical,Tier-1,7.92,81.09,177,23,55,3,2,4,49.0,493,23.0,1,1018,29,59,No,3,Placed,7.32
ST00327,22,Male,Gujarat,CSE,Tier-2,7.34,89.06,227,54,69,3,5,6,64.0,518,37.0,2,1379,11,52,No,3,Placed,10.49
ST00328,21,Male,Andhra Pradesh,EEE,Tier-2,7.27,79.59,120,69,45,2,2,1,25.0,201,15.0,2,670,0,51,No,3,Placed,5.93
ST00329,22,Male,Uttar Pradesh,Mechanical,Tier-2,7.49,72.94,210,43,76,5,2,4,105.0,415,54.0,3,909,15,63,No,2,Placed,8.55
ST00330,20,Male,Punjab,Civil,Tier-3,8.63,78.7,118,42,41,2,1,0,42.0,376,45.0,3,615,14,48,No,1,Placed,2.83
ST00331,22,Female,Tamil Nadu,IT,Tier-3,8.02,79.66,161,44,80,1,0,6,95.0,461,49.0,3,1293,14,66,Yes,7,Placed,9.65
ST00332,20,Female,Maharashtra,EEE,Tier-3,8.24,67.52,199,38,59,0,1,1,46.0,305,49.0,3,863,11,56,No,5,Placed,5.33
ST00333,22,Male,Uttar Pradesh,AIML,Tier-3,7.66,74.88,163,25,48,10,4,5,86.0,691,19.0,3,1821,13,37,No,0,Placed,12.24
ST00334,23,Male,Rajasthan,Civil,Tier-2,9.0,78.61,125,20,37,2,0,2,66.0,621,0.0,2,638,19,50,No,2,Not Placed,0.0
ST00335,20,Male,Telangana,Civil,Tier-3,8.11,74.36,109,33,30,4,2,6,48.0,287,25.0,3,853,11,36,No,1,Not Placed,0.0
ST00336,21,Male,Chhattisgarh,CSE,Tier-3,6.14,66.65,137,27,58,5,1,0,123.0,577,12.0,3,1327,2,55,No,1,Placed,7.43
ST00337,19,Male,Kerala,AIML,Tier-2,8.12,76.58,222,36,77,4,2,5,179.0,764,30.0,3,1680,15,61,No,2,Placed,21.03
ST00338,22,Male,Punjab,CSE,Tier-2,7.79,67.86,214,41,33,3,0,4,102.0,620,37.0,3,1817,14,42,No,1,Placed,11.55
ST00339,19,Female,Punjab,IT,Tier-2,8.03,70.4,330,44,69,5,0,7,211.0,1305,28.0,3,1799,13,70,No,1,Placed,22.84
ST00340,24,Male,Delhi,CSE,Tier-3,6.08,71.35,161,21,57,1,0,7,204.0,534,,4,1098,7,51,No,2,Not Placed,0.0
ST00341,20,Male,Madhya Pradesh,Mechanical,Tier-2,6.26,69.69,210,32,76,2,0,4,71.0,612,50.0,3,971,14,69,Yes,5,Not Placed,0.0
ST00342,24,Female,Delhi,ECE,Tier-2,7.42,73.83,83,40,68,2,2,5,44.0,689,26.0,0,401,22,50,No,1,Placed,8.87
ST00343,22,Male,Uttar Pradesh,ECE,Tier-3,5.86,75.52,117,26,61,1,1,4,76.0,301,28.0,2,729,13,54,Yes,3,Placed,2.73
ST00344,21,Male,Karnataka,Mechanical,Tier-3,7.95,74.69,105,52,54,6,0,0,42.0,239,32.0,3,517,7,55,No,1,Not Placed,0.0
ST00345,22,Male,Haryana,Mechanical,Tier-3,7.48,72.42,158,74,56,3,0,1,78.0,334,65.0,1,586,10,42,No,3,Placed,4.12
ST00346,22,Female,Uttar Pradesh,IT,Tier-2,9.16,83.85,317,61,52,4,0,5,81.0,1010,21.0,4,1941,19,42,No,4,Not Placed,0.0
